insert into movies (year,title) values(1995, "Free Willy 2: The Adventure Home");
insert into movies (year,title) values(1995, "Hackers");
insert into movies (year,title) values(1995, "Jeffrey");
insert into movies (year,title) values(1995, "Johnny Mnemonic");
insert into movies (year,title) values(1995, "Judge Dredd");
insert into movies (year,title) values(1995, "Jury Duty");
insert into movies (year,title) values(1995, "Kids");
insert into movies (year,title) values(1995, "Living in Oblivion");
insert into movies (year,title) values(1995, "Lord of Illusions");
insert into movies (year,title) values(1993, "Love & Human Remains");
insert into movies (year,title) values(1995, "Mad Love");
insert into movies (year,title) values(1995, "Mallrats");
insert into movies (year,title) values(1995, "Mighty Morphin Power Rangers: The Movie");
insert into movies (year,title) values(1995, "Moonlight and Valentino");
insert into movies (year,title) values(1994, "Mute Witness");
insert into movies (year,title) values(1994, "Nadja");
insert into movies (year,title) values(1995, "Net, The");
insert into movies (year,title) values(1995, "Nine Months");
insert into movies (year,title) values(1995, "Party Girl");
insert into movies (year,title) values(1995, "Prophecy, The");
insert into movies (year,title) values(1995, "Reckless");
insert into movies (year,title) values(1995, "Safe");
insert into movies (year,title) values(1995, "Scarlet Letter, The");
insert into movies (year,title) values(1995, "Show, The");
insert into movies (year,title) values(1995, "Showgirls");
insert into movies (year,title) values(1995, "Smoke");
insert into movies (year,title) values(1995, "Something to Talk About");
insert into movies (year,title) values(1995, "Species");
insert into movies (year,title) values(1995, "Stars Fell on Henrietta, The");
insert into movies (year,title) values(1995, "Strange Days");
insert into movies (year,title) values(1964, "Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)");
insert into movies (year,title) values(1995, "Tie That Binds, The");
insert into movies (year,title) values(1995, "Three Wishes");
insert into movies (year,title) values(1994, "Only You");
insert into movies (year,title) values(1995, "Total Eclipse");
insert into movies (year,title) values(1995, "To Wong Foo, Thanks for Everything! Julie Newmar");
insert into movies (year,title) values(1995, "Under Siege 2: Dark Territory");
insert into movies (year,title) values(1995, "Unstrung Heroes");
insert into movies (year,title) values(1995, "Unzipped");
insert into movies (year,title) values(1995, "Walk in the Clouds, A");
insert into movies (year,title) values(1995, "Waterworld");
insert into movies (year,title) values(1995, "White Man's Burden");
insert into movies (year,title) values(1995, "Wild Bill");
insert into movies (year,title) values(1994, "Browning Version, The");
insert into movies (year,title) values(1995, "Bushwhacked");
insert into movies (year,title) values(1994, "Burnt by the Sun (Utomlyonnye solntsem)");
insert into movies (year,title) values(1994, "Before the Rain (Pred dozhdot)");
insert into movies (year,title) values(1995, "Before Sunrise");
insert into movies (year,title) values(1995, "Billy Madison");
insert into movies (year,title) values(1995, "Babysitter, The");
insert into movies (year,title) values(1995, "Boys on the Side");
insert into movies (year,title) values(1995, "Cure, The");
insert into movies (year,title) values(1995, "Castle Freak");
insert into movies (year,title) values(1995, "Circle of Friends");
insert into movies (year,title) values(1994, "Clerks");
insert into movies (year,title) values(1995, "Don Juan DeMarco");
insert into movies (year,title) values(1994, "Disclosure");
insert into movies (year,title) values(1995, "Dream Man");
insert into movies (year,title) values(1994, "Drop Zone");
insert into movies (year,title) values(1995, "Destiny Turns on the Radio");
insert into movies (year,title) values(1994, "Death and the Maiden");
insert into movies (year,title) values(1995, "Dolores Claiborne");
insert into movies (year,title) values(1994, "Dumb & Dumber");
insert into movies (year,title) values(1994, "Eat Drink Man Woman (Yin shi nan nu)");
insert into movies (year,title) values(1994, "Exotica");
insert into movies (year,title) values(1994, "Exit to Eden");
insert into movies (year,title) values(1994, "Ed Wood");
insert into movies (year,title) values(1995, "French Kiss");
insert into movies (year,title) values(1995, "Forget Paris");
insert into movies (year,title) values(1995, "Far From Home: The Adventures of Yellow Dog");
insert into movies (year,title) values(1995, "Goofy Movie, A");
insert into movies (year,title) values(1995, "Hideaway");
insert into movies (year,title) values(1995, "Fluke");
insert into movies (year,title) values(1994, "Farinelli: il castrato");
insert into movies (year,title) values(1995, "Gordy");
insert into movies (year,title) values(1995, "Gumby: The Movie");
insert into movies (year,title) values(1994, "Glass Shield, The");
insert into movies (year,title) values(1994, "Hoop Dreams");
insert into movies (year,title) values(1994, "Heavenly Creatures");
insert into movies (year,title) values(1994, "Houseguest");
insert into movies (year,title) values(1994, "Immortal Beloved");
insert into movies (year,title) values(1995, "Heavyweights (a.k.a. Heavy Weights)");
insert into movies (year,title) values(1995, "Hunted, The");
insert into movies (year,title) values(1994, "I.Q.");
insert into movies (year,title) values(1994, "Interview with the Vampire: The Vampire Chronicles");
insert into movies (year,title) values(1995, "Jefferson in Paris");
insert into movies (year,title) values(1994, "Jerky Boys, The");
insert into movies (year,title) values(1994, "Junior");
insert into movies (year,title) values(1995, "Just Cause");
insert into movies (year,title) values(1995, "Kid in King Arthur's Court, A");
insert into movies (year,title) values(1995, "Kiss of Death");
insert into movies (year,title) values(1977, "Star Wars: Episode IV - A New Hope (a.k.a. Star Wars)");
insert into movies (year,title) values(1994, "Little Women");
insert into movies (year,title) values(1995, "Little Princess, A");
insert into movies (year,title) values(1994, "Ladybird Ladybird");
insert into movies (year,title) values(1994, "Enfer, L'");
insert into movies (year,title) values(1992, "Like Water for Chocolate (Como agua para chocolate)");
insert into movies (year,title) values(1994, "Legends of the Fall");
insert into movies (year,title) values(1995, "Major Payne");
insert into movies (year,title) values(1994, "Little Odessa");
insert into movies (year,title) values(1993, "My Crazy Life (Mi vida loca)");
insert into movies (year,title) values(1994, "Love Affair");
insert into movies (year,title) values(1995, "Losing Isaiah");
insert into movies (year,title) values(1994, "Madness of King George, The");
insert into movies (year,title) values(1994, "Frankenstein (Mary Shelley's Frankenstein)");
insert into movies (year,title) values(1995, "Man of the House");
insert into movies (year,title) values(1994, "Mixed Nuts");
insert into movies (year,title) values(1994, "Milk Money");
insert into movies (year,title) values(1994, "Miracle on 34th Street");
insert into movies (year,title) values(1995, "Miami Rhapsody");
insert into movies (year,title) values(1995, "My Family");
insert into movies (year,title) values(1995, "Murder in the First");
insert into movies (year,title) values(1994, "Nobody's Fool");
insert into movies (year,title) values(1994, "Nell");
insert into movies (year,title) values(1995, "New Jersey Drive");
insert into movies (year,title) values(1993, "New York Cop (Nyû Yôku no koppu)");
insert into movies (year,title) values(1993, "Beyond Bedlam");
insert into movies (year,title) values(1995, "Nemesis 2: Nebula");
insert into movies (year,title) values(1994, "Nina Takes a Lover");
insert into movies (year,title) values(1994, "Natural Born Killers");
insert into movies (year,title) values(1994, "Once Were Warriors");
insert into movies (year,title) values(1996, "Poison Ivy II");
insert into movies (year,title) values(1995, "Outbreak");
insert into movies (year,title) values(1994, "Léon: The Professional (Léon) (Professional, The)");
insert into movies (year,title) values(1995, "Perez Family, The");
insert into movies (year,title) values(1995, "Pyromaniac's Love Story, A");
insert into movies (year,title) values(1994, "Pulp Fiction");
insert into movies (year,title) values(1995, "Panther");
insert into movies (year,title) values(1992, "Pushing Hands (Tui shou)");
insert into movies (year,title) values(1994, "Priest");
insert into movies (year,title) values(1994, "Quiz Show");
insert into movies (year,title) values(1994, "Picture Bride (Bijo photo)");
insert into movies (year,title) values(1994, "Queen Margot (La Reine Margot)");
insert into movies (year,title) values(1995, "Quick and the Dead, The");
insert into movies (year,title) values(1995, "Roommates");
insert into movies (year,title) values(1994, "Ready to Wear (Pret-A-Porter)");
insert into movies (year,title) values(1994, "Three Colors: Red (Trois couleurs: Rouge)");
insert into movies (year,title) values(1993, "Three Colors: Blue (Trois couleurs: Bleu)");
insert into movies (year,title) values(1994, "Three Colors: White (Trois couleurs: Blanc)");
insert into movies (year,title) values(1994, "Red Firecracker, Green Firecracker (Pao Da Shuang Deng)");
insert into movies (year,title) values(1995, "Rent-a-Kid");
insert into movies (year,title) values(1994, "Relative Fear");
insert into movies (year,title) values(1995, "Stuart Saves His Family");
insert into movies (year,title) values(1994, "Swan Princess, The");
insert into movies (year,title) values(1994, "Secret of Roan Inish, The");
insert into movies (year,title) values(1994, "Specialist, The");
insert into movies (year,title) values(1994, "Stargate");
insert into movies (year,title) values(1994, "Santa Clause, The");
insert into movies (year,title) values(1994, "Shawshank Redemption, The");
insert into movies (year,title) values(1994, "Shallow Grave");
insert into movies (year,title) values(1993, "Suture");
insert into movies (year,title) values(1993, "Strawberry and Chocolate (Fresa y chocolate)");
insert into movies (year,title) values(1995, "Swimming with Sharks");
insert into movies (year,title) values(1994, "Sum of Us, The");
insert into movies (year,title) values(1995, "National Lampoon's Senior Trip");
insert into movies (year,title) values(1994, "To Live (Huozhe)");
insert into movies (year,title) values(1995, "Tank Girl");
insert into movies (year,title) values(1995, "Tales from the Crypt Presents: Demon Knight");
insert into movies (year,title) values(1994, "Star Trek: Generations");
insert into movies (year,title) values(1995, "Tales from the Hood");
insert into movies (year,title) values(1994, "Tom & Viv");
insert into movies (year,title) values(1995, "Village of the Damned");
insert into movies (year,title) values(1995, "Tommy Boy");
insert into movies (year,title) values(1994, "Vanya on 42nd Street");
insert into movies (year,title) values(1995, "Underneath");
insert into movies (year,title) values(1995, "Walking Dead, The");
insert into movies (year,title) values(1993, "What's Eating Gilbert Grape");
insert into movies (year,title) values(1995, "Virtuosity");
insert into movies (year,title) values(1995, "While You Were Sleeping");
insert into movies (year,title) values(1994, "War, The");
insert into movies (year,title) values(1994, "Double Happiness");
insert into movies (year,title) values(1994, "Muriel's Wedding");
insert into movies (year,title) values(1995, "Baby-Sitters Club, The");
insert into movies (year,title) values(1994, "Ace Ventura: Pet Detective");
insert into movies (year,title) values(1994, "Adventures of Priscilla, Queen of the Desert, The");
insert into movies (year,title) values(1993, "Backbeat");
insert into movies (year,title) values(1992, "Bitter Moon");
insert into movies (year,title) values(1994, "Bullets Over Broadway");
insert into movies (year,title) values(1994, "Clear and Present Danger");
insert into movies (year,title) values(1994, "Client, The");
insert into movies (year,title) values(1994, "Corrina, Corrina");
insert into movies (year,title) values(1994, "Crooklyn");
insert into movies (year,title) values(1994, "Crow, The");
insert into movies (year,title) values(1994, "Cobb");
insert into movies (year,title) values(1994, "Flintstones, The");
insert into movies (year,title) values(1994, "Forrest Gump");
insert into movies (year,title) values(1994, "Four Weddings and a Funeral");
insert into movies (year,title) values(1995, "Higher Learning");
insert into movies (year,title) values(1994, "I Like It Like That");
insert into movies (year,title) values(1994, "I Love Trouble");
insert into movies (year,title) values(1994, "It Could Happen to You");
insert into movies (year,title) values(1994, "Jungle Book, The");
insert into movies (year,title) values(1993, "Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)");
insert into movies (year,title) values(1994, "Lion King, The");
insert into movies (year,title) values(1993, "Little Buddha");
insert into movies (year,title) values(1994, "Wes Craven's New Nightmare");
insert into movies (year,title) values(1994, "Mask, The");
insert into movies (year,title) values(1994, "Maverick");
insert into movies (year,title) values(1994, "Mrs. Parker and the Vicious Circle");
insert into movies (year,title) values(1994, "Naked Gun 33 1/3: The Final Insult");
insert into movies (year,title) values(1994, "Paper, The");
insert into movies (year,title) values(1994, "Reality Bites");
insert into movies (year,title) values(1992, "Red Rock West");
insert into movies (year,title) values(1994, "Richie Rich");
insert into movies (year,title) values(1994, "Safe Passage");
insert into movies (year,title) values(1994, "River Wild, The");
insert into movies (year,title) values(1994, "Speed");
insert into movies (year,title) values(1994, "Speechless");
insert into movies (year,title) values(1994, "Timecop");
insert into movies (year,title) values(1994, "True Lies");
insert into movies (year,title) values(1994, "When a Man Loves a Woman");
insert into movies (year,title) values(1994, "Wolf");
insert into movies (year,title) values(1994, "Wyatt Earp");
insert into movies (year,title) values(1995, "Bad Company");
insert into movies (year,title) values(1994, "Man of No Importance, A");
insert into movies (year,title) values(1994, "S.F.W.");
insert into movies (year,title) values(1994, "Low Down Dirty Shame, A");
insert into movies (year,title) values(1995, "Boys Life");
insert into movies (year,title) values(1994, "Colonel Chabert, Le");
insert into movies (year,title) values(1965, "Faster Pussycat! Kill! Kill!");
insert into movies (year,title) values(1994, "Jason's Lyric");
insert into movies (year,title) values(1993, "Secret Adventures of Tom Thumb, The");
insert into movies (year,title) values(1994, "Street Fighter");
insert into movies (year,title) values(1995, "Coldblooded");
insert into movies (year,title) values(1995, "Desert Winds");
insert into movies (year,title) values(1995, "Fall Time");
insert into movies (year,title) values(1995, "Fear, The");
insert into movies (year,title) values(1995, "Frank and Ollie");
insert into movies (year,title) values(1995, "Girl in the Cadillac");
insert into movies (year,title) values(1995, "Homage");
insert into movies (year,title) values(1995, "Mirage");
insert into movies (year,title) values(1996, "Open Season");
insert into movies (year,title) values(1995, "Two Crimes (Dos crímenes)");
insert into movies (year,title) values(1994, "Brother Minister: The Assassination of Malcolm X");
insert into movies (year,title) values(1994, "Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension)");
insert into movies (year,title) values(1994, "Federal Hill");
insert into movies (year,title) values(1995, "In the Mouth of Madness");
insert into movies (year,title) values(1994, "8 Seconds");
insert into movies (year,title) values(1994, "Above the Rim");
insert into movies (year,title) values(1993, "Addams Family Values");
insert into movies (year,title) values(1994, "You So Crazy");
insert into movies (year,title) values(1993, "Age of Innocence, The");
insert into movies (year,title) values(1994, "Airheads");
insert into movies (year,title) values(1994, "Air Up There, The");
insert into movies (year,title) values(1993, "Another Stakeout");
insert into movies (year,title) values(1994, "Bad Girls");
insert into movies (year,title) values(1994, "Barcelona");
insert into movies (year,title) values(1993, "Being Human");
insert into movies (year,title) values(1993, "Beverly Hillbillies, The");
insert into movies (year,title) values(1994, "Beverly Hills Cop III");
insert into movies (year,title) values(1994, "Black Beauty");
insert into movies (year,title) values(1994, "Blink");
insert into movies (year,title) values(1994, "Blown Away");
insert into movies (year,title) values(1994, "Blue Chips");
insert into movies (year,title) values(1994, "Blue Sky");
insert into movies (year,title) values(1993, "Body Snatchers");
insert into movies (year,title) values(1993, "Boxing Helena");
insert into movies (year,title) values(1993, "Bronx Tale, A");
insert into movies (year,title) values(1994, "Cabin Boy");
insert into movies (year,title) values(1993, "Calendar Girl");
insert into movies (year,title) values(1993, "Carlito's Way");
insert into movies (year,title) values(1994, "City Slickers II: The Legend of Curly's Gold");
insert into movies (year,title) values(1994, "Clean Slate");
insert into movies (year,title) values(1993, "Cliffhanger");
insert into movies (year,title) values(1993, "Coneheads");
insert into movies (year,title) values(1994, "Color of Night");
insert into movies (year,title) values(1994, "Cops and Robbersons");
insert into movies (year,title) values(1994, "Cowboy Way, The");
insert into movies (year,title) values(1993, "Dangerous Game");
insert into movies (year,title) values(1993, "Dave");
insert into movies (year,title) values(1993, "Dazed and Confused");
insert into movies (year,title) values(1993, "Demolition Man");
insert into movies (year,title) values(1994, "Endless Summer 2, The");
insert into movies (year,title) values(1993, "Even Cowgirls Get the Blues");
insert into movies (year,title) values(1993, "Fatal Instinct");
insert into movies (year,title) values(1993, "Farewell My Concubine (Ba wang bie ji)");
insert into movies (year,title) values(1994, "Favor, The");
insert into movies (year,title) values(1993, "Fearless");
insert into movies (year,title) values(1994, "Fear of a Black Hat");
insert into movies (year,title) values(1994, "With Honors");
insert into movies (year,title) values(1993, "Flesh and Bone");
insert into movies (year,title) values(1994, "Widows' Peak");
insert into movies (year,title) values(1993, "For Love or Money");
insert into movies (year,title) values(1993, "Firm, The");
insert into movies (year,title) values(1993, "Free Willy");
insert into movies (year,title) values(1994, "Fresh");
insert into movies (year,title) values(1993, "Fugitive, The");
insert into movies (year,title) values(1993, "Geronimo: An American Legend");
insert into movies (year,title) values(1994, "Getaway, The");
insert into movies (year,title) values(1994, "Getting Even with Dad");
insert into movies (year,title) values(1994, "Go Fish");
insert into movies (year,title) values(1994, "Good Man in Africa, A");
insert into movies (year,title) values(1993, "Guilty as Sin");
insert into movies (year,title) values(1993, "Hard Target");
insert into movies (year,title) values(1993, "Heaven & Earth");
insert into movies (year,title) values(1993, "Hot Shots! Part Deux");
insert into movies (year,title) values(1995, "Live Nude Girls");
insert into movies (year,title) values(1995, "Englishman Who Went Up a Hill But Came Down a Mountain, The");
insert into movies (year,title) values(1993, "House of the Spirits, The");
insert into movies (year,title) values(1994, "House Party 3");
insert into movies (year,title) values(1994, "Hudsucker Proxy, The");
insert into movies (year,title) values(1994, "I'll Do Anything");
insert into movies (year,title) values(1994, "In the Army Now");
insert into movies (year,title) values(1993, "In the Line of Fire");
insert into movies (year,title) values(1993, "In the Name of the Father");
insert into movies (year,title) values(1994, "Inkwell, The");
insert into movies (year,title) values(1993, "What's Love Got to Do with It?");
insert into movies (year,title) values(1994, "Jimmy Hollywood");
insert into movies (year,title) values(1993, "Judgment Night");
insert into movies (year,title) values(1993, "Jurassic Park");
insert into movies (year,title) values(1993, "Kalifornia");
insert into movies (year,title) values(1994, "Killing Zoe");
insert into movies (year,title) values(1993, "King of the Hill");
insert into movies (year,title) values(1994, "Lassie");
insert into movies (year,title) values(1993, "Last Action Hero");
insert into movies (year,title) values(1993, "Life with Mikey");
insert into movies (year,title) values(1994, "Lightning Jack");
insert into movies (year,title) values(1993, "M. Butterfly");
insert into movies (year,title) values(1993, "Made in America");
insert into movies (year,title) values(1993, "Malice");
insert into movies (year,title) values(1993, "Man Without a Face, The");
insert into movies (year,title) values(1993, "Manhattan Murder Mystery");
insert into movies (year,title) values(1993, "Menace II Society");
insert into movies (year,title) values(1996, "Executive Decision");
insert into movies (year,title) values(1976, "In the Realm of the Senses (Ai no corrida)");
insert into movies (year,title) values(1994, "What Happened Was...");
insert into movies (year,title) values(1993, "Much Ado About Nothing");
insert into movies (year,title) values(1993, "Mr. Jones");
insert into movies (year,title) values(1993, "Mr. Wonderful");
insert into movies (year,title) values(1993, "Mrs. Doubtfire");
insert into movies (year,title) values(1993, "Naked");
insert into movies (year,title) values(1994, "Next Karate Kid, The");
insert into movies (year,title) values(1994, "New Age, The");
insert into movies (year,title) values(1994, "No Escape");
insert into movies (year,title) values(1994, "North");
insert into movies (year,title) values(1992, "Orlando");
insert into movies (year,title) values(1993, "Perfect World, A");
insert into movies (year,title) values(1993, "Philadelphia");
insert into movies (year,title) values(1993, "Piano, The");
insert into movies (year,title) values(1993, "Poetic Justice");
insert into movies (year,title) values(1993, "Program, The");
insert into movies (year,title) values(1994, "Puppet Masters, The");
insert into movies (year,title) values(1994, "Radioland Murders");
insert into movies (year,title) values(1994, "Ref, The");
insert into movies (year,title) values(1993, "Remains of the Day, The");
insert into movies (year,title) values(1994, "Renaissance Man");
insert into movies (year,title) values(1993, "Rising Sun");
insert into movies (year,title) values(1994, "Road to Wellville, The");
insert into movies (year,title) values(1993, "RoboCop 3");
insert into movies (year,title) values(1993, "Robin Hood: Men in Tights");
insert into movies (year,title) values(1993, "Romeo Is Bleeding");
insert into movies (year,title) values(1992, "Romper Stomper");
insert into movies (year,title) values(1993, "Ruby in Paradise");
insert into movies (year,title) values(1993, "Rudy");
insert into movies (year,title) values(1993, "Saint of Fort Washington, The");
insert into movies (year,title) values(1992, "Savage Nights (Nuits fauves, Les)");
insert into movies (year,title) values(1993, "Schindler's List");
insert into movies (year,title) values(1994, "Scout, The");
